study_name,table_name,column_name,long_description,unit,control_vocabulary,Confused?,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_fraction_modern,"Deviation of the sample from modern. Modern is defined as 95% of the radiocarbon concentration (in AD 1950) of NBS Oxalic Acid standard, 13C-corrected. ",proportion,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_fraction_modern_sigma,Flux Fraction Modern standard deviation as reported by the AMS facility as analytical error estimate,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,interstitial,ist_fraction_modern_sd,Flux Fraction Modern sample standard deviation; use only if FM of replicates reported as a mean value,proportion,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,entry_name,"Standardized dataset name: ""first author_ publication year."" Synthesis studies should report multiple entries for each dataset in the synthesis.",author_year,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,doi,"Digital Object Identifier. Please look this number up at journal webpage even if it is not reported in PDF. Alphanumeric string only. Do not include ""http://doi.org""","do not use ""http://doi.org"" prefix",,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,compilation_doi,"Digital Object Identifier. Please look this number up at journal webpage even if it is not reported in PDF. Alphanumeric string only. Do not include ""http://doi.org""","do not use ""http://doi.org"" prefix",,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,curator_name,"Name of person completing template or, in the case of synthesis efforts, the author of the synthesis.",Your name (person entering data),,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,curator_organization,Professional affiliation,Your organization,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,curator_email,Current Contact email,Your email,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,modification_date_y,Date template was last modified (year),yyyy,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,modification_date_m,Date template was last modified (month),mm,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,modification_date_d,Date template was last modified (day),dd,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,contact_name,Name of corresponding author from the dataset or synthesis,Corresponding author of dataset,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,contact_email,Current email of corresponding author of dataset of synthesis,Corresponding author email,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,contact_orcid_id,ORCID number of corresponding author (if reported),Corresponding author ORCID #,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,bibliographical_reference,Citation for study (if applicable),"Author(s), Year, Article Title, Journal Title, Volume, Page Numbers",,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,metadata_note,"Any comments regarding missing data, available data not included in publication, or other pertinent aspects of the study or dataset.",Notes,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,associated_datasets,List any associated datasets that may report the same data contained in the primary entry,author_year; … ; author_year,,,,,,,,,,,,,,,,,,,,,
ISRaD,metadata,template_version,"DO NOT EDIT (year, month, day, hour of template version (UTC))",yyyymmddhh,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,entry_name,"Standardized dataset name: ""first author_ publication year."" Synthesis studies should report multiple entries for each dataset in the synthesis. Values must match across levels.",author_year,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,site_name,"A unique name for a site. See ""general information"" for details on what qualifies as a Site. Values must match across levels.",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,site_lat,"Latitude of site reported as decimal degrees. The precision of the coordinates reported are up the user. For conversion of degree minute second values to decimal degrees, please see the following resource: https://www.latlong.net/degrees-minutes-seconds-to-decimal-degrees",dec. deg,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,site_long,"Longitude of site reported as decimal degrees. The precision of the coordinates reported are up the user. For conversion of degree minute second values to decimal degrees, please see the following resource: https://www.latlong.net/degrees-minutes-seconds-to-decimal-degrees",dec. deg,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,site_datum,Latitude/Longitude datum against which Latitude and Longitude are reported. Default = WGS84,(lat/long datum),,,,,,,,,,,,,,,,,,,,,
ISRaD,site,site_elevation,"The elevation at the site as determined by topo map, GPS, altimeter, etc. Contributed value is assumed accurate within several meters regardless of method used.",m,,,,,,,,,,,,,,,,,,,,,
ISRaD,site,site_note,"Various notes on and descriptions of the site other than C flux, climate, photo or vegetation. May include local names for physiographic features, which may or may not appear on USGS Topographic Quadrangles.",notes,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,entry_name,"Standardized dataset name: ""first author_ publication year."" Synthesis studies should report multiple entries for each dataset in the synthesis.",author_year,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,site_name,see site tab for description,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,plot_name,"Denote sub-site scale groupings for data, e.g. plots",Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_name,"A unique name for a single profile. Values should match those reported in the orginal study. If no other information is available, value can be numeric. For NRCS data it is the same as “Pedon ID”.",Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_note,"Supplemental information describing location detail, alternative profile naming, additional references, or other information",Notes,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_lat,"Latitude and Longitude of profile locations. These fields are for reporting fine-scale (<1 km) spatial locations. For larger differences in location, the Site designation should be used. Datum should match that specified for the Site.",dec. deg,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_long,"Latitude and Longitude of profile locations. These fields are for reporting fine-scale (<1 km) spatial locations. For larger differences in location, the Site designation should be used. Datum should match that specified for the Site.",dec. deg,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_elevation,Elevation for a specific profile. Only needs to be entered if different from site elevation.,m,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_treatment,Indication of whether samples were collected from a natural soil (control) or one subjected to an experimental treatment. Blank values are assumed to represent control conditions.,Control or Treatment,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_treatment_note,"If samples are from an exerimental treatment, provide a description of the treatment type (warming, isotopic label, rainout, etc).",Treatment Type,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_comp,"Are Profile data from composite sample? When no value is entered, it is assumed samples were not a composite",(yes or blank),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_reps,"The number of replicates averaged for the data reported, blank cells or a value of 1 indicate no replication",Positive Integer,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_MAT,Mean annual temperature measured at loction of the soil profile.,˚C,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_MAP,Mean annual precipitation measured at location of the soil profile.,mm yr-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_peatland,Is peat present in this profile? Yes if peatland. Blank if not present.,(yes or blank),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_usda_soil_order,The soil order in USDA soil taxonomy,pro_usda_soil_order,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_soil_series,The soil series name of the profile in USDA soil taxonomy,,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_soil_taxon,"Use this field in combination with ""pro_soil_taxon_sys"" to record non-USDA soil taxonomy or additional USDA soil taxonomic descriptors",,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_soil_taxon_sys,"The relevant soil taxonomic classification system for data entered in the ""pro_soil_taxon"" column",(pro_taxon_sys),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_chrono_name,Group name assigned to a particular chronosequence,,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_soil_age,The age of the soil in thousands of years (Ky),Ky,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_soil_age_note,"Additional notes regarding soil age determination, chronosequence grouping, etc.",,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_MAST,Mean annual soil temperature as estimated for the entire profile. Depth specific values may be reported at the Layer level.,˚C,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_MASWC,Mean annual soil moisture content as estimated for the entire profile in units of % water holding capacity. Depth specific values may be reported at the Layer level.,% WHC,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_land_cover,The general landcover classificiation,(land_cover),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_lc_phenology,Vegetation phenology for forest and shrubland types,(phenology),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_lc_leaf_type,Leaf morphology for forests,(leaf type),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_lc_photosyn_path,Vegetation photosynthetic pathway (applicable mainly to grassland),(phenology),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_veg_note,"Provide additional detail of vegetation information including species composition, basal area, aboveground biomass, etc.",species names,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_NPP,Net primary productivity associated with profile location,g C m-2 yr-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_bedrock_depth,The observed depth to the top of the bedrock layer.,cm,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_complete,Flag indicating confidence that profile was sampled completely (down to parent rock or C horizon with minimal C content),,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_depth_water,Measure or estimate the depth from the ground surface to the stabilized contact with free- standing water in an open bore-hole or well at the time of sampling.,cm,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_thaw_depth,"The depth to the frozen surface of the profile. For Alaska sites, this applies only if sampled after August 15 and should be left blank if sampled before.",cm,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_parent_material,Generalized geologic type describing the geologic or organic precursors of the soil,(parent_material),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_parent_chem,General parent material chemical composition,(parent_chem),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_parent_material_notes,Additional details regarding the soil parent material,"rock type, etc.",,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_2d_position,2-dimensional position of the site on the Landform on which it is located. See USDA- NRCS-NSSC Field Book for Describing and Sampling Soils (Staff 2002; pp. 3-38 through 3-41). This information supplements Landscape and Landform to describe the geographic setting of the site.,(2d_position),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_aspect,The cardinal direction that the slope faces at a site. Use this field if only if you do not provide the azimuth of the Site Aspect in compass degrees.,(direction),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_aspect_deg,"The numerical observation of aspect at the site. The compass bearing (corrected for declination) that a slope faces, looking downslope. If the site has no slope leave blank.",degree,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_slope,The angle of the ground surface through the site and in the direction that overland water would flow. Make observations facing downslope to avoid errors associated with some brands of clinometers. If the site has no slope leave blank.,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_slope_shape,General descriport of surface shape at soil profile sampling location.,(shape),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_drainage_class,The frequency and duration of wet periods in conditions similar to those under as defined by the USDA NRCS.,(drainage_class),,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_soc,The data contributor's calculated soil organic carbon stock value for the profile,g cm-2,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_soc_sigma,"The standard deviation of the site, cluster, profile, or layer-level calculated soil organic carbon stock. (For layer soil organic carbon stocks, this may be based on analytical or sampling replicates of %C or bulk density measurements).",g cm-2,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_soc_depth,"The depth to which profiles were sampled to quantify the mean site, cluster, or profile calculated soil organic carbon stocks.",cm,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_catchment_area,Catchment area drained in km^2,km^2,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_permafrost,Is permafrost present at this profile? Yes if present. Blank if not present.,,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_thermokarst,Are thermokarst features present at this profile? Yes if present. Blank if not present.,,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_deforested,Percent of landscape deforested (or of catchment area),%,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_water_body,"Type of water body (Eg: lake, mainstem, tributary, etc)",,,,,,,,,,,,,,,,,,,,,,
ISRaD,profile,pro_water_body_name,"River name, lake name, etc. for different profiles collected from same water body. Group identifier for aquatic profiles. (Use is similar to plot_name or pro_chrono_name).",,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,entry_name,"Standardized dataset name: ""first author_ publication year."" Synthesis studies should report multiple entries for each dataset in the synthesis.",author_year,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,site_name,see site tab for description,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,plot_name,Name of plot associated with flux data,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,pro_name,Name of profile associated with flux data,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_name,Name of profile associated with flux data,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_lat,"Latitude and Longitude of flux locations. These fields are for reporting fine-scale (<1 km) spatial locations. For larger differences in location, the Site designation should be used. Datum should match that specified for the Site.",dec. deg,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_long,,dec. deg,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_obs_date_y,Year when flux measurement was observed or recorded,yyyy,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_obs_date_m,Month when flux measurement was observed or recorded,mm,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_obs_date_d,Day when flux measurement was observed or recorded,dd,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_notes,"Notes about flux measurement/collection method, etc.",,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_pathway,Pathway by which flux exited the soil system,,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_pathway_note,Notes about flux pathway,,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_analyte,Flux analyte,,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_ecosystem_component,"Ecological description of flux source, e.g. plant (autotrophic), soil surface chamber (ecosystem), etc.",,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_method,Methodology used to collect flux analyte,,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_method_note,Additional notes about flux collection method if different from standard methodology,,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_storage_method,Type of storage container or method used to collect flux analyte,,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_duration,Duration of collection period prior to flux measurement or time since previous measurement,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_duration_units,Units for flux duration,,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_keeling_plot,Was source isotopic signature estimated? (no need for atm. correction),(yes or blank),,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_atm_correction,Was source isotopic signature corrected for atmospheric contamination (mixing model)?,(yes or blank),,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_source_temp,"Temperature of flux source, e.g. soil, stream, etc.",deg. C,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_source_O2,For aquatic fluxes enter the percent oxygen content of flux source,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_source_H2O,For soil fluxes enter the water content of the soil (volumetric),%,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_rate,Rate of observed flux (g C m-2 d-1),numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_rate_sd,Standard deviation of observed flux rate,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_rate_units,Units of flux,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_analyte_conc,Concentration in mgC/L (aquatic),mgC/L,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_discharge_rate,Instantaneous discharge (m3/s),m3/s,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_aquatic_ph,pH of water for aquatic fluxes,,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_aquatic_cond,Conductivity in microS/cm,microS/cm,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_13c,Delta 13C signature of observed flux (VPBD),‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_13c_sd,Standard deviation of 13C signature of observed flux (VPBD),‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_18o,d18O per mille,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_2h,deuterium per mille,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_rc_lab,Official Radiocarbon Laboratory ID (look up here),Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_rc_lab_number,ID number assigned by radiocarbon laboratory to reported measurement,Alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_rc_year,Year in which radiocarbon measurment was made,YYYY,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_14c,Delta 14C measurement of flux in per mil units,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_14c_sigma,Flux _14C standard deviation as reported by the AMS facility as analytical error estimate,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_14c_sd,Flux _14C sample standard deviation; use only if _14C of replicates reported as a mean value,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_fraction_modern,"Deviation of the sample from modern. Modern is defined as 95% of the radiocarbon concentration (in AD 1950) of NBS Oxalic Acid standard, 13C-corrected.",proportion,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_fraction_modern_sigma,Flux Fraction Modern standard deviation as reported by the AMS facility as analytical error estimate,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,flux,flx_fraction_modern_sd,Flux Fraction Modern sample standard deviation; use only if FM of replicates reported as a mean value,proportion,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,entry_name,"Standardized dataset name: ""first author_ publication year."" Synthesis studies should report multiple entries for each dataset in the synthesis.",author_year,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,site_name,see site tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,pro_name,see profile tab for description,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_name,"A unqiue layer identifier. Most commonly a concatination of the profile name and layer depth range is used. For example: ""profile1_0-10""",alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_obs_date_y,Year when sample was collected,yyyy,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_obs_date_m,Month when sample was collected,mm,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_obs_date_d,Day when sample was collected,dd,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_all_org_neg,"Flag if mineral interface is unknown and depth is measured from atmosphere interface, e.g. peat cores",(yes or blank),,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_top,The upper depth of the sampling interval,cm,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_bot,The lower depth of the sampling intercal,cm,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_hzn,Follow conventions of the USDA-NRCS-NSSC Field Book for Describing and Sampling Soils (Staff 2002; pp. 2-2 through 2-4). Note that datasets originally using another convention will be modified for this column. If a different convention was used it can be entered in Horizon Designation Other.,alphanumeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_comp,Use if the layer analyzed is a composite of multiple samples from the same depth interval,(yes or blank),,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_igsn,"The International Geo Sample Number (IGSN, http://www.geosamples.org/aboutigsn) is used to identify and track soil layers.",,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_note,,notes,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_color,Color of moist soil based on the Munsell soil color chart.,,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_color_dry,Color of dry soil based on Munsell color system,,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_burn_ev,Descriptive information indicating evidence of burning within the layer.,Burn or Blank,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_bd_samp,"Grams of oven-dried soil per cubic centimeter, with soil particles greater than 2 mm and roots greater than 1 cm diameter removed.",g cm-3,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_bd_tot,"Grams of oven-dried soil per cubic centimeter, with soil particles greater than 2 mm and roots greater than 1 cm diameter included.",g cm-3,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_bd_notes,Please reference or describe the methods used to determine bulk density.,,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_sand_tot_psa,"Percent by weight of soil particles greater than 0.05 mm in the sample remaining after removal of particles greater than 2 mm and roots greater than 1 cm diameter. See Gee, G.W. & Bauder, J.W. 1986.",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_silt_tot_psa,"Percent by weight of soil particles in the size range from 0.002 to 0.050 mm in the sample remaining after removal of particles greater than 2 mm and roots greater than 1 cm diameter. See Gee, G.W. & Bauder, J.W. 1986.",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_clay_tot_psa,"Percent by weight of soil particles less than 0.002 mm in the sample remaining after removal of particles greater than 2 mm and roots greater than 1 cm diameter. See Gee, G.W. & Bauder, J.W. 1986.",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_coarse_tot,The mass percent of sample above a coarse fraction threshold . The default threshold is 2mm. Specify alternative values in coarse_size_threshold,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_coarse_size_thresh,The size threshold used to define the coarse fraction. The default is 2mm,mm,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_coarse_density,Measured or estimated density of coarse fraction,g cm-3,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_texture_class,The soil textural classification (USDA categories),(texture_class),,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_bet_surface_area,Bulk surface area of sample as measured using the Brunauer–Emmett–Teller (BET) method,m2/ g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_ph_cacl,1:2 soil-CaCl2 is the pH of a sample measured in 0.01M CaCl2 at a 1:2 soil:solution ratio.,,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_ph_h2o,"1:1 distilled water and soil paste. If pH was done by a different method, then enter it into one of the other soil pH fields.",,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_ph,pH measurements other than 1:1 soil and distilled water paste or in CaCl2.,,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_ph_method,pH measurements method other than 1:1 soil and distilled water paste or in CaCl2.,(ph_method),,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_cat_exch,"Cation Exchange Capacity. Document the extractant solution in the metadata worksheet, Lab Analysis Method.",cmol H+ kg-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_base_sum,Total exchangeable base content,meq 100g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_cec_sum,Total exchangeable cation content,meq 100g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_ca_exch,"Abundance of individual exchangeable cations (Ca, Na, Mg, or K) per 100 grams of soil extactracted.",meq 100g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_na_exch,"Abundance of individual exchangeable cations (Ca, Na, Mg, or K) per 100 grams of soil extactracted.",meq 100g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_mg_exch,"Abundance of individual exchangeable cations (Ca, Na, Mg, or K) per 100 grams of soil extactracted.",meq 100g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_k_exch,"Abundance of individual exchangeable cations (Ca, Na, Mg, or K) per 100 grams of soil extactracted.",meq 100g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_ecec,"Abundance of individual exchangeable cations (Ca, Na, Mg, or K) per 100 grams of soil extactracted.",meq 100g-1,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_bs,The percentage of soil exchangeable sites occupied by base cations,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_c_inorg,Percent weight of inorganic carbon in a dried soil sample. This is often calculated by subrating measurements of organic carbon from total carbon.,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_c_org,"Percent by weight of organic carbon (i.e., after inorganic carbon has been removed) in a dried soil sample.",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_c_tot,"Percent by weight of total carbon (i.e., inorganic + organic C) in the dried, milled soil sample.",%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_soc,"The data contributor's calculated soil organic carbon stock value for the site, cluster, profile or layer.",g cm-2,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_soc_sigma,"The data contributor's calculated soil organic carbon stock standard deviation for the site, cluster, profile or layer.",g cm-2,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_n_tot,Percent by weight of nitrogen (organic and inorganic) in an oven-dried sample (the laboratory analytical concentration).,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_son,Reported stock of organic soil N,g cm-2,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_c_to_n,"Mass ratio of total carbon to total nitrogen, as calculated from the total carbon and total nitrogen concentrations of the bulk layer, fraction, or other sample type.",unitless,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_loi,Percent by weight of the organic content of the <2mm fraction is the organic material lost after ignition. It is reported on a <2 mm base. Please document the method in the associated Carbon Analysis Method.,%,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_ha_fa,Ratio of layer C in humic acids vs. fulvic acids,,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_15n,Per mille signature of _15N relative to air (international standard).,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_13c,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_rc_lab,see flux tab for description,rc_lab,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_rc_lab_number,see flux tab for description,,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_rc_year,see flux tab for description,YYYY,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_14c,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_14c_sigma,see flux tab for description,‰,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_14c_sd,see flux tab for description,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fraction_modern,see flux tab for description,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fraction_modern_sigma,see flux tab for description,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_fraction_modern_sd,see flux tab for description,numeric,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_mbc_method,The method used to esimate microbial biomass.,(mbc_method),,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_raw_mbc,"mg of microbial biomass C per g of soil, e.g. from TOC analyzer (use for chloroform fumigation extraction data, etc.)",mgC/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_reported_mbc,"mg of microbial biomass C per g of soil, e.g. following conversion from SIR rates (use for substrate induced respiration data, etc.)",mgC/g,,,,,,,,,,,,,,,,,,,,,
ISRaD,layer,lyr_p_ext,Phosphorus extracted from soil,,,,,,,,,,,,,,,,,,,,,,
